Index,DS,LKMM Prod (ns),User Cons (ns),User Prod (ns),LKMM Cons (ns),E2E (ns),Tput (Mop/s),Relay %
510,CK Stack UPMC,149,136,134,129,548,1.82,100
511,CK Stack UPMC,174,129,164,145,612,1.63,100
512,CK Stack UPMC,201,128,167,123,619,1.62,100
513,CK Stack UPMC,189,113,159,133,594,1.68,100
514,CK Stack UPMC,134,124,150,128,536,1.87,100
515,CK Stack UPMC,199,126,160,128,613,1.63,100
516,CK Stack UPMC,160,114,130,163,567,1.76,100
517,CK Stack UPMC,124,137,142,130,533,1.88,100
518,CK Stack UPMC,186,125,127,166,604,1.66,100
519,CK Stack UPMC,137,133,154,123,547,1.83,100
520,CK Stack UPMC,119,126,125,135,505,1.98,100
521,CK Stack UPMC,143,128,152,131,554,1.81,100
522,CK Stack UPMC,179,130,161,162,632,1.58,100
523,CK Stack UPMC,159,124,138,174,595,1.68,100
524,CK Stack UPMC,134,114,145,119,512,1.95,100
525,CK Stack UPMC,178,132,137,134,581,1.72,100
526,CK Stack UPMC,150,112,144,133,539,1.86,100
527,CK Stack UPMC,220,123,156,145,644,1.55,100
528,CK Stack UPMC,148,109,147,177,581,1.72,100
529,CK Stack UPMC,149,125,143,129,546,1.83,100
530,CK Stack UPMC,153,129,167,124,573,1.75,100
531,CK Stack UPMC,202,127,161,137,627,1.59,100
532,CK Stack UPMC,219,123,148,174,664,1.51,100
533,CK Stack UPMC,220,122,131,121,594,1.68,100
534,CK Stack UPMC,135,131,148,143,557,1.80,100
535,CK Stack UPMC,138,125,132,143,538,1.86,100
536,CK Stack UPMC,192,135,162,128,617,1.62,100
537,CK Stack UPMC,215,124,154,169,662,1.51,100
538,CK Stack UPMC,191,123,155,129,598,1.67,100
539,CK Stack UPMC,170,116,136,171,593,1.69,100
540,CK Stack UPMC,137,126,128,122,513,1.95,100
541,CK Stack UPMC,162,131,141,125,559,1.79,100
542,CK Stack UPMC,132,133,156,141,562,1.78,100
543,CK Stack UPMC,163,132,147,127,569,1.76,100
544,CK Stack UPMC,154,130,142,150,576,1.74,100
545,CK Stack UPMC,215,127,144,142,628,1.59,100
546,CK Stack UPMC,217,125,124,138,604,1.66,100
547,CK Stack UPMC,170,127,131,130,558,1.79,100
548,CK Stack UPMC,158,139,143,128,568,1.76,100
549,CK Stack UPMC,165,111,136,132,544,1.84,100
550,CK Stack UPMC,194,142,135,133,604,1.66,100
551,CK Stack UPMC,139,127,134,143,543,1.84,100
552,CK Stack UPMC,148,135,126,125,534,1.87,100
553,CK Stack UPMC,163,121,144,130,558,1.79,100
554,CK Stack UPMC,142,126,167,142,577,1.73,100
555,CK Stack UPMC,116,128,138,126,508,1.97,100
556,CK Stack UPMC,134,136,135,141,546,1.83,100
557,CK Stack UPMC,210,138,139,149,636,1.57,100
558,CK Stack UPMC,149,120,120,131,520,1.92,100
559,CK Stack UPMC,164,119,120,137,540,1.85,100
560,CK Stack UPMC,152,128,136,139,555,1.80,100
561,CK Stack UPMC,165,124,138,140,567,1.76,100
562,CK Stack UPMC,152,124,145,139,560,1.79,100
563,CK Stack UPMC,169,120,153,138,580,1.72,100
564,CK Stack UPMC,200,123,149,129,601,1.66,100
565,CK Stack UPMC,169,126,161,127,583,1.72,100
566,CK Stack UPMC,96,106,133,132,467,2.14,100
567,CK Stack UPMC,224,122,124,164,634,1.58,100
568,CK Stack UPMC,215,123,135,137,610,1.64,100
569,CK Stack UPMC,203,127,158,129,617,1.62,100
570,CK Stack UPMC,243,123,168,142,676,1.48,100
571,CK Stack UPMC,135,130,140,119,524,1.91,100
572,CK Stack UPMC,149,128,164,128,569,1.76,100
573,CK Stack UPMC,223,124,150,130,627,1.59,100
574,CK Stack UPMC,185,131,135,128,579,1.73,100
575,CK Stack UPMC,165,125,142,130,562,1.78,100
576,CK Stack UPMC,193,128,163,144,628,1.59,100
577,CK Stack UPMC,144,130,148,144,566,1.77,100
578,CK Stack UPMC,175,114,138,131,558,1.79,100
579,CK Stack UPMC,186,122,147,115,570,1.75,100
580,CK Stack UPMC,127,120,147,127,521,1.92,100
581,CK Stack UPMC,177,123,135,128,563,1.78,100
582,CK Stack UPMC,184,116,130,112,542,1.85,100
583,CK Stack UPMC,110,121,139,127,497,2.01,100
584,CK Stack UPMC,181,132,136,139,588,1.70,100
585,CK Stack UPMC,197,123,140,122,582,1.72,100
586,CK Stack UPMC,149,121,116,120,506,1.98,100
587,CK Stack UPMC,166,126,167,125,584,1.71,100
588,CK Stack UPMC,187,131,125,131,574,1.74,100
589,CK Stack UPMC,181,121,137,122,561,1.78,100
590,CK Stack UPMC,148,113,134,126,521,1.92,100
591,CK Stack UPMC,171,108,132,120,531,1.88,100
592,CK Stack UPMC,127,131,165,125,548,1.82,100
593,CK Stack UPMC,144,131,156,122,553,1.81,100
594,CK Stack UPMC,122,125,139,125,511,1.96,100
595,CK Stack UPMC,163,116,133,122,534,1.87,100
596,CK Stack UPMC,152,119,127,118,516,1.94,100
597,CK Stack UPMC,163,116,129,122,530,1.89,100
598,CK Stack UPMC,130,129,126,122,507,1.97,100
599,CK Stack UPMC,159,134,124,125,542,1.85,100
600,CK Stack UPMC,220,117,149,127,613,1.63,100
601,IO_URING Ring,112,125,92,52,381,2.62,100
602,IO_URING Ring,116,115,118,53,402,2.49,100
603,IO_URING Ring,112,110,93,53,368,2.72,100
604,IO_URING Ring,118,110,99,54,381,2.62,100
605,IO_URING Ring,114,106,79,51,350,2.86,100
606,IO_URING Ring,126,120,95,53,394,2.54,100
607,IO_URING Ring,114,110,100,53,377,2.65,100
608,IO_URING Ring,111,106,99,48,364,2.75,100
609,IO_URING Ring,115,104,86,54,359,2.79,100
610,IO_URING Ring,125,110,83,49,367,2.72,100
611,IO_URING Ring,127,114,101,70,412,2.43,100
612,IO_URING Ring,130,104,73,48,355,2.82,100
613,IO_URING Ring,111,107,85,53,356,2.81,100
614,IO_URING Ring,111,112,87,53,363,2.75,100
615,IO_URING Ring,121,108,69,71,369,2.71,100
616,IO_URING Ring,120,105,103,42,370,2.70,100
617,IO_URING Ring,111,104,95,54,364,2.75,100
618,IO_URING Ring,110,103,123,55,391,2.56,100
619,IO_URING Ring,108,123,98,53,382,2.62,100
620,IO_URING Ring,118,104,80,71,373,2.68,100
621,IO_URING Ring,109,114,89,55,367,2.72,100
622,IO_URING Ring,113,105,95,55,368,2.72,100
623,IO_URING Ring,113,102,70,51,336,2.98,100
624,IO_URING Ring,113,104,102,45,364,2.75,100
625,IO_URING Ring,109,108,145,53,415,2.41,100
626,IO_URING Ring,109,120,139,51,419,2.39,100
627,IO_URING Ring,141,103,96,51,391,2.56,100
628,IO_URING Ring,110,106,124,42,382,2.62,100
629,IO_URING Ring,109,106,95,47,357,2.80,100
630,IO_URING Ring,117,108,103,47,375,2.67,100
631,IO_URING Ring,123,107,105,41,376,2.66,100
632,IO_URING Ring,123,121,107,51,402,2.49,100
633,IO_URING Ring,110,119,107,52,388,2.58,100
634,IO_URING Ring,112,109,89,55,365,2.74,100
635,IO_URING Ring,185,110,82,73,450,2.22,100
636,IO_URING Ring,144,105,101,49,399,2.51,100
637,IO_URING Ring,111,107,109,41,368,2.72,100
638,IO_URING Ring,106,115,86,53,360,2.78,100
639,IO_URING Ring,116,106,129,52,403,2.48,100
640,IO_URING Ring,124,111,119,61,415,2.41,100
641,IO_URING Ring,111,106,102,49,368,2.72,100
642,IO_URING Ring,109,117,71,46,343,2.92,100
643,IO_URING Ring,172,106,93,50,421,2.38,100
644,IO_URING Ring,119,108,86,54,367,2.72,100
645,IO_URING Ring,112,105,94,52,363,2.75,100
646,IO_URING Ring,108,105,88,49,350,2.86,100
647,IO_URING Ring,108,103,95,55,361,2.77,100
648,IO_URING Ring,112,116,91,52,371,2.70,100
649,IO_URING Ring,115,107,101,54,377,2.65,100
650,IO_URING Ring,151,109,87,68,415,2.41,100
651,IO_URING Ring,114,110,104,47,375,2.67,100
652,IO_URING Ring,111,100,90,52,353,2.83,100
653,IO_URING Ring,107,109,90,54,360,2.78,100
654,IO_URING Ring,126,120,89,65,400,2.50,100
655,IO_URING Ring,115,114,98,43,370,2.70,100
656,IO_URING Ring,124,110,103,68,405,2.47,100
657,IO_URING Ring,113,105,87,53,358,2.79,100
658,IO_URING Ring,113,104,99,42,358,2.79,100
659,IO_URING Ring,111,109,89,52,361,2.77,100
660,IO_URING Ring,110,111,116,54,391,2.56,100
661,IO_URING Ring,126,108,90,67,391,2.56,100
662,IO_URING Ring,150,104,88,70,412,2.43,100
663,IO_URING Ring,117,115,109,51,392,2.55,100
664,IO_URING Ring,118,106,96,53,373,2.68,100
665,IO_URING Ring,115,109,117,53,394,2.54,100
666,IO_URING Ring,110,108,98,46,362,2.76,100
667,IO_URING Ring,127,110,144,68,449,2.23,100
668,IO_URING Ring,113,117,112,53,395,2.53,100
669,IO_URING Ring,113,104,103,50,370,2.70,100
670,IO_URING Ring,110,108,87,52,357,2.80,100
671,IO_URING Ring,105,110,94,54,363,2.75,100
672,IO_URING Ring,119,104,105,50,378,2.65,100
673,IO_URING Ring,130,104,114,41,389,2.57,100
674,IO_URING Ring,110,111,117,54,392,2.55,100
675,IO_URING Ring,117,121,87,64,389,2.57,100
676,IO_URING Ring,111,106,105,50,372,2.69,100
677,IO_URING Ring,111,106,83,49,349,2.87,100
678,IO_URING Ring,128,103,82,55,368,2.72,100
679,IO_URING Ring,110,113,88,42,353,2.83,100
680,IO_URING Ring,111,102,106,42,361,2.77,100
681,IO_URING Ring,125,107,94,49,375,2.67,100
682,IO_URING Ring,108,108,99,49,364,2.75,100
683,IO_URING Ring,112,105,125,50,392,2.55,100
684,IO_URING Ring,122,104,139,53,418,2.39,100
685,IO_URING Ring,124,102,95,53,374,2.67,100
686,IO_URING Ring,113,109,98,49,369,2.71,100
687,IO_URING Ring,106,108,89,42,345,2.90,100
688,IO_URING Ring,129,115,134,82,460,2.17,100
689,IO_URING Ring,114,109,113,53,389,2.57,100
690,IO_URING Ring,117,110,100,54,381,2.62,100
691,IO_URING Ring,144,109,105,46,404,2.48,100
692,IO_URING Ring,128,105,100,46,379,2.64,100
693,IO_URING Ring,115,108,95,52,370,2.70,100
694,IO_URING Ring,166,110,89,50,415,2.41,100
695,IO_URING Ring,116,107,83,53,359,2.79,100
696,IO_URING Ring,109,108,105,52,374,2.67,100
697,IO_URING Ring,128,109,93,47,377,2.65,100
698,IO_URING Ring,114,107,104,48,373,2.68,100
699,IO_URING Ring,113,111,98,52,374,2.67,100
700,IO_URING Ring,126,111,129,53,419,2.39,100
701,KCOV Buffer,110,85,95,31,321,3.12,100
702,KCOV Buffer,135,82,89,40,346,2.89,100
703,KCOV Buffer,84,81,124,40,329,3.04,100
704,KCOV Buffer,92,85,107,31,315,3.17,100
705,KCOV Buffer,79,78,94,39,290,3.45,100
706,KCOV Buffer,99,85,88,41,313,3.19,100
707,KCOV Buffer,80,90,92,40,302,3.31,100
708,KCOV Buffer,84,77,105,40,306,3.27,100
709,KCOV Buffer,87,78,84,39,288,3.47,100
710,KCOV Buffer,82,80,104,40,306,3.27,100
711,KCOV Buffer,91,86,76,41,294,3.40,100
712,KCOV Buffer,99,81,103,31,314,3.18,100
713,KCOV Buffer,91,87,75,34,287,3.48,100
714,KCOV Buffer,105,83,89,31,308,3.25,100
715,KCOV Buffer,92,90,86,40,308,3.25,100
716,KCOV Buffer,170,95,101,42,408,2.45,100
717,KCOV Buffer,91,85,116,40,332,3.01,100
718,KCOV Buffer,79,90,82,41,292,3.42,100
719,KCOV Buffer,84,83,95,40,302,3.31,100
720,KCOV Buffer,106,89,70,41,306,3.27,100
721,KCOV Buffer,108,83,105,41,337,2.97,100
722,KCOV Buffer,81,82,99,32,294,3.40,100
723,KCOV Buffer,96,81,95,34,306,3.27,100
724,KCOV Buffer,96,88,95,42,321,3.12,100
725,KCOV Buffer,85,87,99,40,311,3.22,100
726,KCOV Buffer,91,86,108,40,325,3.08,100
727,KCOV Buffer,92,81,78,42,293,3.41,100
728,KCOV Buffer,95,79,97,32,303,3.30,100
729,KCOV Buffer,94,84,121,42,341,2.93,100
730,KCOV Buffer,98,91,95,32,316,3.16,100
731,KCOV Buffer,84,88,95,40,307,3.26,100
732,KCOV Buffer,88,88,89,41,306,3.27,100
733,KCOV Buffer,81,88,89,43,301,3.32,100
734,KCOV Buffer,86,82,86,34,288,3.47,100
735,KCOV Buffer,83,84,100,40,307,3.26,100
736,KCOV Buffer,95,86,79,40,300,3.33,100
737,KCOV Buffer,101,82,81,40,304,3.29,100
738,KCOV Buffer,88,83,87,34,292,3.42,100
739,KCOV Buffer,98,89,89,40,316,3.16,100
740,KCOV Buffer,90,80,97,40,307,3.26,100
741,KCOV Buffer,86,90,88,32,296,3.38,100
742,KCOV Buffer,107,83,96,32,318,3.14,100
743,KCOV Buffer,71,87,110,41,309,3.24,100
744,KCOV Buffer,90,80,128,40,338,2.96,100
745,KCOV Buffer,91,88,74,41,294,3.40,100
746,KCOV Buffer,104,78,83,65,330,3.03,100
747,KCOV Buffer,81,81,82,42,286,3.50,100
748,KCOV Buffer,84,86,92,42,304,3.29,100
749,KCOV Buffer,84,91,89,31,295,3.39,100
750,KCOV Buffer,87,81,127,40,335,2.99,100
751,KCOV Buffer,161,88,98,41,388,2.58,100
752,KCOV Buffer,84,82,93,40,299,3.34,100
753,KCOV Buffer,82,89,90,40,301,3.32,100
754,KCOV Buffer,73,82,92,41,288,3.47,100
755,KCOV Buffer,81,81,89,40,291,3.44,100
756,KCOV Buffer,89,85,89,40,303,3.30,100
757,KCOV Buffer,81,85,94,41,301,3.32,100
758,KCOV Buffer,85,95,131,40,351,2.85,100
759,KCOV Buffer,123,94,103,40,360,2.78,100
760,KCOV Buffer,80,82,84,40,286,3.50,100
761,KCOV Buffer,101,88,103,40,332,3.01,100
762,KCOV Buffer,86,81,137,40,344,2.91,100
763,KCOV Buffer,77,86,107,40,310,3.23,100
764,KCOV Buffer,87,85,108,40,320,3.12,100
765,KCOV Buffer,86,86,90,32,294,3.40,100
766,KCOV Buffer,91,82,84,38,295,3.39,100
767,KCOV Buffer,89,80,97,41,307,3.26,100
768,KCOV Buffer,88,84,110,41,323,3.10,100
769,KCOV Buffer,76,78,78,32,264,3.79,100
770,KCOV Buffer,83,82,81,35,281,3.56,100
771,KCOV Buffer,106,93,90,42,331,3.02,100
772,KCOV Buffer,88,87,102,40,317,3.15,100
773,KCOV Buffer,122,84,90,31,327,3.06,100
774,KCOV Buffer,89,85,107,42,323,3.10,100
775,KCOV Buffer,92,82,121,40,335,2.99,100
776,KCOV Buffer,78,86,91,43,298,3.36,100
777,KCOV Buffer,92,82,85,33,292,3.42,100
778,KCOV Buffer,93,79,92,42,306,3.27,100
779,KCOV Buffer,107,85,101,42,335,2.99,100
780,KCOV Buffer,89,87,88,40,304,3.29,100
781,KCOV Buffer,74,84,88,32,278,3.60,100
782,KCOV Buffer,83,81,80,41,285,3.51,100
783,KCOV Buffer,86,85,86,32,289,3.46,100
784,KCOV Buffer,91,83,93,42,309,3.24,100
785,KCOV Buffer,91,78,89,40,298,3.36,100
786,KCOV Buffer,87,80,81,40,288,3.47,100
787,KCOV Buffer,83,82,89,41,295,3.39,100
788,KCOV Buffer,88,324,86,32,530,1.89,100
789,KCOV Buffer,82,83,94,44,303,3.30,100
790,KCOV Buffer,86,81,114,42,323,3.10,100
791,KCOV Buffer,91,85,99,36,311,3.22,100
792,KCOV Buffer,82,81,87,41,291,3.44,100
793,KCOV Buffer,107,89,88,43,327,3.06,100
794,KCOV Buffer,108,91,105,42,346,2.89,100
795,KCOV Buffer,82,80,99,44,305,3.28,100
796,KCOV Buffer,85,86,75,41,287,3.48,100
797,KCOV Buffer,86,86,89,41,302,3.31,100
798,KCOV Buffer,84,84,128,57,353,2.83,100
799,KCOV Buffer,89,88,103,39,319,3.13,100
800,KCOV Buffer,82,86,83,37,288,3.47,100
801,IOURING_LIBURING Ring,122,131,78,53,384,2.60,100
802,IOURING_LIBURING Ring,110,117,78,53,358,2.79,100
803,IOURING_LIBURING Ring,108,109,59,50,326,3.07,100
804,IOURING_LIBURING Ring,111,106,71,53,341,2.93,100
805,IOURING_LIBURING Ring,109,124,61,52,346,2.89,100
806,IOURING_LIBURING Ring,106,365,71,42,584,1.71,100
807,IOURING_LIBURING Ring,110,128,90,52,380,2.63,100
808,IOURING_LIBURING Ring,162,120,70,43,395,2.53,100
809,IOURING_LIBURING Ring,117,119,72,47,355,2.82,100
810,IOURING_LIBURING Ring,112,115,78,50,355,2.82,100
811,IOURING_LIBURING Ring,111,108,107,51,377,2.65,100
812,IOURING_LIBURING Ring,109,110,94,45,358,2.79,100
813,IOURING_LIBURING Ring,109,119,70,52,350,2.86,100
814,IOURING_LIBURING Ring,112,124,64,48,348,2.87,100
815,IOURING_LIBURING Ring,114,108,62,53,337,2.97,100
816,IOURING_LIBURING Ring,112,114,70,48,344,2.91,100
817,IOURING_LIBURING Ring,121,108,70,46,345,2.90,100
818,IOURING_LIBURING Ring,127,108,65,42,342,2.92,100
819,IOURING_LIBURING Ring,109,136,85,49,379,2.64,100
820,IOURING_LIBURING Ring,133,112,95,61,401,2.49,100
821,IOURING_LIBURING Ring,172,106,65,52,395,2.53,100
822,IOURING_LIBURING Ring,113,138,116,64,431,2.32,100
823,IOURING_LIBURING Ring,206,128,81,72,487,2.05,100
824,IOURING_LIBURING Ring,111,121,78,52,362,2.76,100
825,IOURING_LIBURING Ring,112,128,72,42,354,2.82,100
826,IOURING_LIBURING Ring,132,114,73,52,371,2.70,100
827,IOURING_LIBURING Ring,106,126,78,43,353,2.83,100
828,IOURING_LIBURING Ring,153,131,72,76,432,2.31,100
829,IOURING_LIBURING Ring,123,109,62,50,344,2.91,100
830,IOURING_LIBURING Ring,119,115,71,56,361,2.77,100
831,IOURING_LIBURING Ring,122,111,76,51,360,2.78,100
832,IOURING_LIBURING Ring,112,125,68,44,349,2.87,100
833,IOURING_LIBURING Ring,117,109,63,54,343,2.92,100
834,IOURING_LIBURING Ring,122,126,75,67,390,2.56,100
835,IOURING_LIBURING Ring,112,113,131,53,409,2.44,100
836,IOURING_LIBURING Ring,113,141,77,48,379,2.64,100
837,IOURING_LIBURING Ring,115,111,109,51,386,2.59,100
838,IOURING_LIBURING Ring,111,143,61,51,366,2.73,100
839,IOURING_LIBURING Ring,115,111,72,50,348,2.87,100
840,IOURING_LIBURING Ring,114,122,75,48,359,2.79,100
841,IOURING_LIBURING Ring,122,117,68,69,376,2.66,100
842,IOURING_LIBURING Ring,168,108,71,51,398,2.51,100
843,IOURING_LIBURING Ring,113,113,73,53,352,2.84,100
844,IOURING_LIBURING Ring,117,109,66,49,341,2.93,100
845,IOURING_LIBURING Ring,123,122,81,50,376,2.66,100
846,IOURING_LIBURING Ring,107,111,70,53,341,2.93,100
847,IOURING_LIBURING Ring,119,109,70,53,351,2.85,100
848,IOURING_LIBURING Ring,116,108,75,53,352,2.84,100
849,IOURING_LIBURING Ring,117,121,66,49,353,2.83,100
850,IOURING_LIBURING Ring,114,128,104,48,394,2.54,100
851,IOURING_LIBURING Ring,112,120,66,53,351,2.85,100
852,IOURING_LIBURING Ring,112,112,63,41,328,3.05,100
853,IOURING_LIBURING Ring,108,116,74,49,347,2.88,100
854,IOURING_LIBURING Ring,135,140,65,70,410,2.44,100
855,IOURING_LIBURING Ring,116,107,63,42,328,3.05,100
856,IOURING_LIBURING Ring,112,122,87,59,380,2.63,100
857,IOURING_LIBURING Ring,107,126,93,46,372,2.69,100
858,IOURING_LIBURING Ring,112,118,76,66,372,2.69,100
859,IOURING_LIBURING Ring,130,113,78,38,359,2.79,100
860,IOURING_LIBURING Ring,122,108,71,86,387,2.58,100
861,IOURING_LIBURING Ring,113,131,74,50,368,2.72,100
862,IOURING_LIBURING Ring,128,121,85,54,388,2.58,100
863,IOURING_LIBURING Ring,112,117,73,41,343,2.92,100
864,IOURING_LIBURING Ring,111,125,113,51,400,2.50,100
865,IOURING_LIBURING Ring,111,121,78,52,362,2.76,100
866,IOURING_LIBURING Ring,131,137,85,70,423,2.36,100
867,IOURING_LIBURING Ring,109,119,68,53,349,2.87,100
868,IOURING_LIBURING Ring,115,119,69,52,355,2.82,100
869,IOURING_LIBURING Ring,110,111,69,42,332,3.01,100
870,IOURING_LIBURING Ring,104,124,84,43,355,2.82,100
871,IOURING_LIBURING Ring,151,126,70,68,415,2.41,100
872,IOURING_LIBURING Ring,114,112,98,52,376,2.66,100
873,IOURING_LIBURING Ring,112,125,69,42,348,2.87,100
874,IOURING_LIBURING Ring,114,132,90,42,378,2.65,100
875,IOURING_LIBURING Ring,122,115,69,60,366,2.73,100
876,IOURING_LIBURING Ring,111,110,68,52,341,2.93,100
877,IOURING_LIBURING Ring,109,115,114,47,385,2.60,100
878,IOURING_LIBURING Ring,129,119,66,50,364,2.75,100
879,IOURING_LIBURING Ring,112,117,82,54,365,2.74,100
880,IOURING_LIBURING Ring,113,109,66,42,330,3.03,100
881,IOURING_LIBURING Ring,119,116,68,48,351,2.85,100
882,IOURING_LIBURING Ring,118,125,113,48,404,2.48,100
883,IOURING_LIBURING Ring,111,120,100,52,383,2.61,100
884,IOURING_LIBURING Ring,114,119,67,51,351,2.85,100
885,IOURING_LIBURING Ring,113,123,74,42,352,2.84,100
886,IOURING_LIBURING Ring,116,132,65,54,367,2.72,100
887,IOURING_LIBURING Ring,130,117,65,52,364,2.75,100
888,IOURING_LIBURING Ring,117,122,68,42,349,2.87,100
889,IOURING_LIBURING Ring,112,127,74,46,359,2.79,100
890,IOURING_LIBURING Ring,117,119,83,52,371,2.70,100
891,IOURING_LIBURING Ring,149,110,64,42,365,2.74,100
892,IOURING_LIBURING Ring,126,109,76,52,363,2.75,100
893,IOURING_LIBURING Ring,116,112,69,52,349,2.87,100
894,IOURING_LIBURING Ring,110,125,65,47,347,2.88,100
895,IOURING_LIBURING Ring,115,111,66,52,344,2.91,100
896,IOURING_LIBURING Ring,110,112,82,54,358,2.79,100
897,IOURING_LIBURING Ring,114,120,67,54,355,2.82,100
898,IOURING_LIBURING Ring,106,116,65,48,335,2.99,100
899,IOURING_LIBURING Ring,133,118,66,42,359,2.79,100
900,IOURING_LIBURING Ring,110,113,83,54,360,2.78,100
